% Model:              coaxial_103mm_704MHz.mph
% Version:            COMSOL 4.3.2.189
% Date:               Jul 1 2021, 13:08
% Dimension:          3
% Nodes:              3885
% Expressions:        3
% Description:        Electric field, x component, Electric field, y component, Electric field, z component
% Length unit:        m
% x                       y                        z                        emw.Ex (V/m) @ freq=7.044e8                       emw.Ey (V/m) @ freq=7.044e8                       emw.Ez (V/m) @ freq=7.044e8
-0.03359300852877528      -0.032629486623343175    0.0057674297554142166    -32.517982019885906+180.61921332525628i           -31.87076520495923+175.71238658971805i            -0.009290886014216682-0.2003086780114458i
-0.033001060432965156     -0.029538701548778065    0                        -19.364786400054854+201.53828977802615i           -17.182000549027336+179.69226266388637i           -0.011470625296586157+0.032156442713343836i
-0.031062060099471038     -0.023623788101760572    0                        -23.136274816365443+244.79861760959793i           -18.707657435396392+185.27996441757824i           0.4110840271171883-0.05441617394632203i
-0.028791192121712432     -0.03371466994564014     0                        -16.46703059977461+175.08760321994401i            -19.316615876764914+205.07011360992772i           0.08037904494984893-0.4236991987943526i
-0.030270940493062382     -0.041664375210309766    0                        -12.621284791461466+136.02387136989097i           -17.371707882147046+187.22079387948534i           1.8712618332941797E-4-0.002016722410729472i
-0.033446574489004476     -0.03916090722840157     0.007021106293843523     -29.81372902141478+148.00028973130281i            -34.91592354598812+173.32842856827705i            0.0027934189297229525-0.013866994318052508i
-0.0515                   6.306931015608868E-18    0                        -21.762854028363847+231.50927652613439i           -0.36931819570625635-0.09233227042341241i         0.377775483839244+0.08457066519869727i
-0.04260873934171796      -0.01054921522901725     0                        -25.465271536624787+266.0963760195133i            -6.297474015678402+65.70764514856252i             -0.18663102616421945+0.025354100575086136i
-0.049927582838093267     -0.012628795348145212    0.007762405558060337     -46.855868809964164+220.57940172896892i           -11.847803512698462+55.77490028479962i            -0.0014257974294427792+0.006712105696913459i
-0.05121132972563294      -0.005445154518698577    0.005739051346160153     -41.29609449240485+227.6311803271026i             -4.422518610469095+24.29134953167318i             0.6482505432512318-0.16700889600977084i
-0.04397887435284248      -0.004095379148448061    0                        -25.144224422594082+269.125257540799i             -2.1827310891751495+25.145231092749775i           -0.007897329532918995-0.29530751920655973i
-0.0405755690634997       -0.004377475471251712    0.005080362930604511     -49.29938703821092+288.01206804915233i            -5.359649841608142+31.378020216162383i            0.28589361155309234+0.15071964135194094i
-0.0356995543512168       -0.012017199489839193    0                        -28.33582812777147+299.0268643078261i             -9.651310100348947+101.7524896205265i             0.2534265677202505+0.45818212724464047i
-0.03858464413974363      -0.008216879939687996    0.004460584566199581     -47.158906278458154+292.6559691731519i            -10.575194780563248+64.79669071738734i            0.09631567542264713-0.8971203892558384i
-0.044869775511072435     0.0032383474519586458    0                        -24.989167948167726+264.6286722799683i            1.3747635672260845-18.987246074412813i            0.001064424504442793+0.03958863530395336i
-0.050865949540649574     0.008056374949571912     0                        -21.134401503360362+228.27148375067617i           3.3475663961266617-36.15687664854083i             1.2269035166572305E-4-0.0013251715981405768i
-0.05150000000000001      6.306931015608868E-18    0.00826905315061666      -50.10151118841013+227.3109369806123i             0.11054273439253848+0.07608933866801237i          0.22306620067969618+0.17552663492909915i
-0.04418054244182378      -0.008180571301671812    0.006921653732133052     -51.581679363922724+258.0386185903818i            -9.447760511192758+47.47487026819963i             -0.39014497084641664+0.1372984660301001i
-0.04553658104502799      -0.02405555625483637     0.013379244478094264     -58.70118810932789+196.38265493986907i            -31.65687865314737+104.76168182865i               0.3051414393446528-0.4813238510795543i
-0.048164213427148245     -0.018233445778132896    0.01302147792638484      -61.413902818875314+208.65381973536716i           -22.677889912991184+78.60603234634006i            0.19945204153607599-0.13422026608029095i
-0.0434266890789425       -0.014564383332470775    0.010598950465693107     -61.66627679138452+241.30720507042338i            -20.61648692996599+80.33565659989164i             -0.17256589014625323+0.2445280424544164i
-0.03958823031739939      -0.0202607639920905      0.010009677201065107     -57.295164570578926+232.77690707945922i           -29.161469887506044+119.28605240276949i           -0.17735024585913134+0.06915749766617182i
-0.042825523994026615     -0.01866423248457501     0.014193268402352        -70.57619284633849+224.63678828428527i            -30.52063430229544+97.72906240048943i             0.13035207862257847+0.09448218539382815i
-0.03797676614959787      -0.01256272958294637     0.007477126121053718     -57.932898878098065+277.11729583760456i           -19.426986138718+92.85838383033162i               -0.6782738605043533+0.8817927981099556i
-0.04165929819470085      -0.030277927173520215    0.01406635938844142      -55.52241310447506+179.66893870993238i            -40.35316875543447+130.5816984256283i             3.338202346848441E-4-0.0010802327192265837i
-0.0336516192471578       -0.027106349722439627    0.004891471336442142     -36.51286567718587+213.75669293622207i            -29.00005221174176+172.40792348548058i            -0.17405700848926742+0.5510582876711965i
-0.03515074167795992      -0.029192061181345166    0.009783294173264897     -48.03624407474462+196.84152773194165i            -39.88917731766039+163.029900519032i              -0.09867271970205109+0.42864299434150016i
-0.03641813767621301      -0.03641386066041877     0.014058649754020018     -48.50682655194297+156.8574128362917i             -48.500283905754074+156.83625576156115i           9.223923514858212E-4-0.0029827570294518936i
-0.03978643051644136      -0.03269999918593857     0.021567512364558807     -72.04697246091645+164.41904566995433i            -59.20453053656003+135.11119312389556i            0.0029136516806272865-0.006649270779605265i
-0.023380510736586684     -0.045886835995700925    0                        -10.277016896369393+105.36294426452561i           -19.11478586659326+206.29967099815312i            0.27593718717167093-0.1292413686260403i
-0.03204601263709161      -0.0180001038362335      0                        -27.306759881780437+283.01116062280437i           -15.085199003384723+159.6253577901424i            -0.11235686991666949+0.1465664279922123i
-0.03035091078076275      -0.012615057690149662    0                        -31.576879218871092+333.0773190776099i            -13.21894729978898+139.47615854303348i            -0.45799717449771116-0.46924522495326215i
-0.03559794509936481      -0.01827957146284347     0.005145158423945772     -45.01596070134879+263.749966870673i              -22.612774030715084+134.2008337528307i            0.3091374901873259-0.984584257391226i
-0.03179144055175609      -0.014055048021415545    0.0054310546224770875    -54.48373193952498+308.1755964277278i             -24.53480646794623+138.9951536378193i             -0.2772641890223385+0.8147209462978903i
-0.03739504037430646      -0.02547320463656406     0.01348347000998899      -62.815073546781605+208.46884666666554i           -43.04485720697742+142.00043779428412i            -0.17152377238113223+0.6857056848810968i
-0.0345940757474944       -0.022394975413044804    0.009839539873984327     -58.13630704781936+236.47248467078484i            -37.385089221644904+153.90295703937332i           0.07746351255817065-0.2952236559488612i
-0.016847695632553502     -0.041494565110650285    0                        -9.142641622253233+101.15632243019625i            -23.968229354963057+246.0682125967651i            0.13097093096913018+0.1999988515653166i
-0.01591437521030982      -0.0489794105892004      0                        -6.781778425975142+71.56101925153817i             -20.86359564977688+220.1517177605684i             -0.0013339911394343708+0.014076214174856064i
-0.027545018191081638     -0.03679900080628854     0.005948160965048182     -28.466244941987625+154.0301040065782i            -38.0260200278236+205.55199059248736i             -0.4953754157093993+1.2013019931287106i
-0.022589046886486535     -0.038249541134873936    0                        -12.939366188238015+136.60101799677633i           -21.936492883792113+231.3000904542733i            0.38755684099312454-0.14770347355576105i
-0.03083093134193661      -0.03522069131522013     0.012181420273441072     -45.9354319311406+161.8109296021051i              -52.240573878728824+185.79109611904946i           -0.24317566288084227+0.5952089157680879i
-0.03390402477899759      -0.02949576709545401     0.0149187723350659       -62.54630383017899+191.85476685059626i            -54.58115752387414+167.24187763310215i            -0.07039225913503044-0.01781677412474999i
-0.029760415361908734     -0.030986915939814355    0.009627730615687034     -45.32451056667884+188.79143761056994i            -46.695332432746994+195.7236763749191i            0.017123183581535528-0.9303482196619655i
-0.030766947523158304     -0.02117742108493527     0.0055974415619249734    -46.98422134335703+261.0167610094986i             -32.438255994297236+179.17080917207437i           -0.29661264016259636+1.227392597186082i
-0.025707869056180922     -0.02130839885739654     0                        -25.699037873208994+273.02562682404937i           -21.92805025843301+228.20067881335925i            -0.2530699043780567+0.44779171322926387i
-0.025530077436642266     -0.015193354917469563    0                        -32.79242823034951+347.06331559867425i            -19.21959751155629+203.89694120853085i            0.28090368651028175-0.22173610623428064i
-0.026900438881067842     -0.03155738089200668     0.0045534962414708465    -30.41851599792265+186.18996916292397i            -35.39271334733467+216.33777289564145i            -0.0542918060429216+0.037529166752371966i
-0.028104734270556677     -0.026344908812206722    0.0046234547034051734    -36.71971374451868+223.76886168454223i            -34.5525348505887+210.59458733943393i             0.17664647794592517+0.8760303103199734i
-0.025302678723708262     -0.0269304196692473      0                        -21.267734985680757+224.50713828454647i           -22.576030151396875+238.31324870308603i           0.011725100672897781-1.6174404340406454i
-0.022590709257294707     -0.032207700631864816    0                        -16.563924182760267+174.78968635057888i           -23.340943490167295+246.15203490058119i           -0.07208959878021066-0.7339105502344371i
-0.01940190496614634      -0.02275387990355857     0                        -24.513691118560256+260.1145417567724i            -28.888904168053664+305.5409038709901i            0.04021012147112291-0.6986648615527588i
-0.008056374949571902     -0.050865949540649574    0                        -3.815591408525531+36.47305086701607i             -21.379085922562645+228.7724256077658i            0.18858827574402248-0.10530399354641418i
-0.026908676082871348     -0.04391096846423575     0.007029189382088767     -24.042496423963684+119.47385074393945i           -39.223151456569276+194.91074721168758i           0.0027990515667861036-0.013909265627734965i
-0.01970819676680215      -0.04757979592433125     0.007029182613531966     -18.060481168885286+86.89114537915998i            -42.40375230641858+210.63296247630933i            0.2635660319065418+0.1912797034608172i
-0.03027664210141025      -0.041660232153255115    0.014078752514672032     -40.453086270267086+130.24891218181386i           -55.662709839312036+179.2201306279832i            5.500635858634833E-4-0.0017710684226003367i
-9.460396523413301E-18    -0.0515                  0                        0.28270391115351856-0.1803323367170151i           -21.799627544991033+231.63910565563395i           0.28938603719715417-0.19366953975196566i
-0.012264759079094361     -0.05001825351540947     0.006437958040872594     -10.441443780645239+54.38559171417657i            -42.594559219989776+221.85919453760891i           -0.0013484752310601571+0.00702370523596169i
-0.005622343128076729     -0.051192179654222264    0.005526321592548378     -4.481849830671775+25.430237481590055i            -40.595081492302256+227.94395987308468i           0.7069372358201633-0.6676947324429534i
-0.04378366074698418      0.010250965201267854     0                        -24.641691746839392+258.39996394160534i           6.184536055334759-59.973251125442644i             0.17511274978669+0.26252904755921236i
-0.048979410589200384     0.015914375210309827     0                        -20.81771351529721+220.12146623117496i            6.36653759077055-71.51378462243275i               0.2178656872768126-0.006404587044630278i
-0.045886835995700925     0.02338051073658669      0                        -19.319302869110192+206.361390389317i             10.142511031094708-105.32933420453635i            0.1534846963831571-0.09586875852582562i
-0.03929902594421274      5.569363703325223E-4     0                        -28.732590690305173+303.235880237327i             0.40138028369718626-4.232271959936856i            0.07731164390831502-0.15205638127798693i
-0.04578662637349255      -0.0015491185820670072   0.006716251419380089     -50.47620795208548+256.79918525865975i            -1.6229025418449927+8.252000289977193i            -0.002104221942336354-0.17464164740547258i
-0.04599243118202543      0.002620082541227822     0.005991324321536124     -46.75811989414132+256.1849111729139i             2.255633718954943-14.252239731560678i             -0.11295670708446437-0.8722734967437873i
-0.050018234371665415     0.012264837151024376     0.006437628602420766     -42.627978915713896+221.48655771231375i           10.388289601132062-54.33284214796962i             0.44108126386421986+0.28241927684968005i
-0.0511921778991468       0.005622359108248535     0.005526223335203568     -40.526045279699304+227.47556995165482i           4.268484691896077-24.683840978946886i             0.15506921374102453+0.730092143879703i
-0.03409163596826165      0.001545117614529076     0                        -33.872441751646+352.1652900024723i               1.5791528033976558-16.248850244649425i            -0.2866140206756888+0.6490422866925902i
-0.03619434185109839      -0.004835699174018835    0                        -28.954683970766325+319.4964486980927i            -2.978054118459788+39.92791368063081i             -0.8677329187319813+2.6270219398587358i
-0.028488778689036414     -0.0036011919429214177   0                        -38.662155991507774+408.5099309902086i            -5.273704979250322+50.04573054803824i             -0.25224077661508515+0.24998918128542982i
-0.03102965267397761      -0.008827208208563078    0                        -33.97227933178174+358.8001444800252i             -9.592596996736539+101.19284874639087i            -0.033598431297837884+0.3179584952359654i
-0.025485489718527737     -0.010117526773540306    0                        -38.500106872727315+405.53329350773635i           -15.083526373641005+160.07094208557157i           -0.33969312718348466+0.674725415023878i
-0.05092625921129         0.007665906518116386     0.012924434922195744     -64.45701977396533+220.64341480887165i            10.172335797923921-33.96525132305527i             0.04163350132430921-0.06665532275479791i
-0.05109933352537226      -0.006411560906890473    0.012663798022417957     -64.01134418091928+221.87716167170217i            -7.659248816483014+27.372895236722186i            0.6106857702408561-0.7815392306374065i
-0.04553936591741476      -0.00968907106949087     0.012728020661819014     -70.43866863816196+242.19456200690706i            -14.9135364673195+51.41298631833829i              -0.18114997724288365+0.2836137104930908i
-0.04982090933075143      -0.013043273878020229    0.01680958421477277      -75.23268786048634+211.3274289677048i             -19.70346858104857+55.34673125996201i             0.006040234082782889-0.016966921897629408i
-0.04488813458134805      -0.003287267189332375    0.010654203401593721     -66.58985366802892+257.0891832731138i             -5.103745875057868+18.706024531097423i            -0.01492050305677653-0.17687826702847126i
-0.04644801178245891      0.002757071147847854     0.013115376955052703     -73.43645433600445+247.2440067395503i             4.0816443952152115-14.540936967095965i            0.19776391865422702-0.23317738525879625i
-0.038213950820956785     -0.0053332045854661645   0.010359552298315674     -75.17161914343009+297.14239376059106i            -10.007551195171033+39.74080355393461i            0.484860213518756-1.9021915061884673i
-0.0407930414290354       5.114905941071961E-4     0.006194903662484016     -54.02813312767135+287.9539897404967i             1.1233741655833904-4.952477042822422i             -0.5132125611700019+0.7929778811162288i
-0.03546234641047047      -0.0024513001122409405   0.005179647099315451     -57.18004960983538+330.0767079426337i             -3.4050132613804838+20.065169736931075i           0.30879692874963605+0.8036739051588608i
-0.03189394213870033      -0.008612539058384053    0.005535500290642298     -62.122665219131406+347.5766359443808i            -16.521372784945328+91.75229779671255i            -1.331624306577666+2.7729909828514963i
-0.03881516409890637      0.005835243554898952     0                        -28.649076484365924+300.29295171150704i           4.65774612807847-44.48006884113694i               -0.0050759418399270945-0.5472391306924732i
-0.03841321593518567      0.011399676683790567     0                        -26.93306552529714+284.0911736199086i             8.0516045363025-85.05995749717933i                0.06343254317199408+0.2642523056073658i
-0.04287595406746163      0.007878987191631609     0.004782284441639404     -44.585114823823616+267.59998383111343i           8.262904369599317-48.667925594450054i             -0.00300983383672205+0.4667714137876006i
-0.041352431835181974     0.016768106626567934     0                        -24.157087689129067+246.7893385743014i            9.277171430698893-101.53057582898764i             0.027556967906737177+0.10326021380127832i
-0.038485690784398306     0.02242277090073626      0                        -21.931582357534467+231.49852188380393i           12.788614387994748-134.89415137565564i            0.1802779467492185+0.0511713130526131i
-0.03423966237936826      0.015490744901638017     0                        -27.594115600104125+291.40784302220237i           12.600440544734699-132.93679280429959i            -0.7628903967578655+1.0648923763382678i
-0.03940122147384706      0.013870439745191294     0.004069087667381553     -41.81969553133006+267.44583252368597i            14.659667717121291-94.64239003770223i             0.017171615451158348+0.01510467800685616i
-0.03330803317887772      0.008264528971117556     0                        -31.790986206028066+338.38357112630536i           8.663734505881537-81.95099602836785i              0.3098605846764464+0.6173580929537508i
-0.022365                 2.7389225662930555E-18   0                        -50.445615028108534+532.4018372719147i            0.045921409334901436-0.4846534765488392i          -0.031038302815241472+0.3275775195808173i
-0.051500000000000004     6.306931015608869E-18    0.01661477006120337      -77.61052490906268+220.0879432421734i             -0.10119696534669487-0.5145226171539434i          0.15756053261344505+0.7321075642196035i
-0.036457320512085174     0.025738388764580927     0.004612596388213527     -34.830240141113244+214.11564554213808i           25.472962505009367-153.8791886269027i             0.5964666710535372-0.36817673757708486i
-0.03415408123387578      0.028657121563620713     0                        -18.949457345891012+204.74128602423718i           15.97028351026967-171.62911303117886i             -0.17848055906110716-0.12540645010125573i
-0.041664375210309766     0.03027094049306239      0                        -17.364936744834065+187.0499963514329i            12.616365371516999-135.89978077015732i            1.8709952788352013E-4-0.002015381139719877i
-0.03641599923110717      0.03641599923110721      0                        -15.158172647852293+163.46324178086468i           15.158172534309777-163.46324055644095i            1.8696871962252778E-4-0.002016239934135218i
-0.039809241077480136     -0.010517011967605116    0.013180025702241822     -80.2118431147688+269.8328082561432i              -21.072980994462867+69.92575589815335i            0.27979773543661-1.1877111064670942i
-0.04373708317133749      -0.027190394547771952    0.01900395567023352      -72.41995601965972+184.23859943913183i            -45.027748733659074+114.55198012457275i           0.0029791279859636057-0.007578993385949948i
-0.04173638393958102      -0.013601611146433195    0.01787675316432572      -91.45297289358749+243.273639855345i              -29.762093445102053+79.55550962352072i            -0.3330681145094769+0.6290413468983205i
-0.03903652280918419      -0.021233182394162407    0.01615672068224842      -77.84510137862472+224.22918212414044i            -42.34480836982021+121.46246669781858i            -0.13780847958085649+0.38625703118273186i
-0.04713820896890975      -0.020742209506303698    0.02029100956245433      -81.5961189292789+196.2568603704242i              -35.22059936953306+84.66647401299929i             0.674106064727809-0.6318039808814717i
-0.03993060229330549      -0.017827963553004415    0.020357184305220054     -95.91757659522334+230.37751142905037i            -43.11575902801923+102.78855562780625i            -0.032134402485369404+0.31861767450801304i
-0.0440152148960368       -0.026737816994954915    0.033602408993918906     -110.85534214353703+165.18845767326587i           -67.34952818719864+100.35930133037893i            1.0849610062639093E-4-1.6167288990941945E-4i
-0.047074998734548235     -0.020885269788592186    0.02913423128859177      -106.54387752316306+184.28497133708174i           -46.33806828454243+80.83177895488689i             0.071586438737274+0.15375024660649217i
-0.049517353573908476     -0.014152091542826192    0.0249610775461893       -99.78248991311062+199.43628483419982i            -28.52566177336993+57.014532424193945i            -0.001057683228552901+0.0021140023045918047i
-0.05100192990983151      -0.007145148387026889    0.020787923803694472     -89.63223822903936+211.48741362920572i            -12.984504258779104+29.611015580779338i           0.6342629531547601+0.04227978652306774i
-0.0515                   6.306931015608868E-18    0.024961077546185567     -104.19265919091657+208.5337868988415i            0.007950146434808202-0.015911621368767313i        1.732459076046793E-13-3.467386806140768E-13i
-0.05103308828331691      0.006919096781168899     0.021340171878019624     -91.76006934423773+211.0755117428383i             12.182782467246398-27.388094347735034i            0.36421674429984563+0.12052473901937333i
-0.037083750326187166     -0.03573577285781032     0.034406562214580994     -95.1366188930532+138.23261751237257i             -91.42042468455035+132.87338344231458i            -0.05715529482591766+0.07411596074751017i
-0.04395321261677495      -0.026839618116966103    0.02562186870519583      -90.2449249861306+177.12548658144286i             -55.113643542575105+108.17263055241172i           8.189244508447646E-5-1.6073191024712816E-4i
-0.036688930238760346     -0.015984334698557364    0.013143703955899044     -78.65201246532345+264.43171229205706i            -34.008788818198674+114.90669804108764i           0.21087547676440122-0.29316345622405954i
-0.032902760511155926     -0.010130936399357787    0.011225097314419506     -86.6459339074917+325.98725242540996i             -26.743462376238575+101.57677418411545i           -0.2700859078360607+0.9501819537877868i
-0.02840437288866728      -0.011735193600144167    0.0063181457690129035    -67.48528888411903+354.8929367022253i             -27.7940023845934+146.02901270313174i             -0.8633354098206489+1.8756269313697809i
-0.0239912532795637       -0.01263250313712121     0.003491314166164183     -55.87043129529828+384.8771189804204i             -30.837783277606526+207.18979184051904i           0.4803451101057955-2.6615022116221567i
-0.021306388182410842     -0.006799341605312486    0                        -49.414545513774186+506.063249505878i             -15.774509527020278+161.54958965230387i           0.0028712265950600756-0.02940474804853117i
-0.036185797401982155     -0.02788639447325925     0.021798846104220383     -84.01170296056888+190.39141578962756i            -64.75297340465639+146.7649080250974i             -0.03508670766671367-0.7277544619939275i
-0.040459539653428654     -0.03186339045099617     0.030132094351417622     -93.87151787179513+156.95205650607792i            -73.91906476445536+123.5917932597223i             2.88528589264438E-4-4.8241635452938073E-4i
-0.03571845326231563      -0.037100432565507546    0.028123086826840612     -78.02774001950188+140.1041510372895i             -81.72009213360178+146.07652383451085i            -0.33537121775810164+0.910307532075791i
-0.03346376127732269      -0.03914622179948351     0.021135669208467434     -60.00339790637505+139.1954272980455i             -70.19618188122031+162.7674720458587i             -0.1379037653883076+1.1548193898834769i
-0.0336048462319672       -0.032290374834055474    0.024493342268571104     -81.81544945400692+166.778501243424i              -78.11177858756386+158.86112612280564i            0.08124189895799763-0.1497082566434816i
-0.03046122841267732      -0.02566305665270993     0.010355758547882277     -56.619322270298554+223.83083120656974i           -47.443121683851786+187.54438837059524i           0.11901762065101039-1.0452588683583794i
-0.03476626612147611      -0.023726116701124397    0.0192913242307278       -86.41403516314305+216.45533198031643i            -60.03604828045799+150.52751840951325i            -0.19419129579318226+1.081761488603897i
-0.030917770812074877     -0.02539444165160408     0.015688728829121572     -74.23096095911272+219.79849240864394i            -61.278934225505004+181.3645039962597i            0.23124329295276772-0.7008706053331879i
-0.031505836207159243     -0.031005712713013524    0.018874420857078966     -70.77226853908465+179.97031096442998i            -68.97496668757496+177.02660346054654i            0.034928349370716205+0.05154118725528889i
-0.020516875913148675     -0.040994630402322235    0.007731673393307389     -23.551626113088915+114.34943815244473i           -48.4151863312269+229.16825515218497i             0.10692469837479374-0.19362253679216027i
-0.025084802869633934     -0.036621620299945916    0.011033420651033262     -39.25734153142038+149.0216667071959i             -57.32486348872957+216.23755063484293i            -0.4031762300209201+1.7010372916489402i
-0.027097805338705188     -0.03616818558717103     0.016974853250171035     -53.80520292072841+149.6249406959753i             -72.18731400001111+200.05478482942559i            0.15502678699814654-0.3463241027690053i
-0.026940969277232583     -0.01672221071069767     0.005132757041017385     -54.58854301259159+317.25094095497883i            -33.399585097490046+194.08988687502205i           0.04903510718802556+0.3572574993824819i
-0.030769523754310777     -0.016553673364195977    0.01117649201738452      -76.4885060116239+290.8208977037588i              -41.98113275709617+157.38279560790738i            0.0023120534652897413+0.2564280615320346i
-0.03215016540990578      -0.021205178120652545    0.014108769399106517     -76.887920399653+247.78396134676896i              -51.64885146580667+163.23234135008926i            0.3327983826967369-0.33661260087075107i
-0.02858825588882119      -0.021011584433529157    0.009823783047279898     -64.44587722405035+264.16772238812734i            -47.56872661332334+194.5889297511608i             0.004315489886083941+0.1599033941600331i
0.008056374949571872      -0.05086594954064959     0                        3.884802577233234-36.713723711988365i             -21.31897036942316+228.5810513259058i             0.23053139566221859-0.23176542977212478i
0.003230145660443476      -0.045091844896961934    0                        1.5593123606003103-18.811923346275268i            -24.32800324245371+263.40353511954913i            -0.13427263052214267-0.1616125029166433i
-0.013695572245758906     -0.043519671804657975    0.006196481295362605     -14.536922111397658+77.77810168578343i            -46.53596683238943+246.81195679754987i            -0.24755024271105308-0.033807439817448694i
-0.01135058286090819      -0.038494225731017455    0                        -8.016314110995761+84.5042854072367i              -26.86161681354998+283.4501058984833i             -0.06359763881740932+0.3250973829873516i
-0.015751226666974233     -0.03790967551260447     0.00531035563614362      -18.96946875191404+109.26395159442319i            -46.21653364368079+265.4184024288096i             0.2083248338369493-0.3333761476984494i
-0.015774172726856144     -0.03392547790030934     0                        -12.435440391114271+135.8041786036207i            -27.369460623973225+290.9456560785959i            -0.013795900641850774-0.09525275094138876i
-0.01791803277991807      -0.02869380184932288     0                        -18.37340856773699+184.17397922474234i            -28.788833938725375+299.77918801198706i           -0.10751068805051744+0.4258098740985332i
-1.2621809666055496E-4    -0.04606192210185832     0.005510975110268461     0.05791578715301044+0.46736536243339283i          -45.57862233289932+256.8348513550023i             -0.12751521349776415-0.11820797883771172i
-0.010206851889227282     -0.04386896027312009     0                        -5.708289749300293+60.20280014144202i             -24.52276071863434+259.66317644186927i            -0.09637625497453216+0.09899167294219635i
-0.003509735852121757     -0.045344244085681815    0                        -1.700626719024127+20.30084725340622i             -24.096789633028745+261.5905943839266i            -0.15523984962955625-0.1633932283466304i
-0.021064005143238092     -0.03359814584670682     0.006272681204363133     -29.5351411283578+158.6892678011234i              -48.48175492841939+250.10475514306i               0.14768765971691286+0.09068293719754027i
-0.02732297541339894      -0.030017566733241574    0.014179192076574004     -59.63308857686726+190.0093445295093i             -65.69838201477462+208.9054143406232i             -0.06232848074538527+0.27016734615676224i
-0.025397623872141513     -0.029085637769635683    0.00871937216946277      -45.27709922969461+199.2656554374307i             -52.19142072376832+228.34450633038887i            -0.17438805340187002+1.1337821394669731i
-0.024414060477157173     -0.022284429646012578    0.0060654684227715834    -49.00788556297452+262.5372222860171i             -44.69928749578624+240.3352151994109i             0.7034295396461907+1.0815781079152629i
-0.02068821243295698      -0.01821303362568367     0                        -29.801245044245317+325.1455822448386i            -26.718014632320305+286.24250950984i              -0.28602699078272237+0.567397570973526i
-0.01811665811997111      -0.013114111612461522    0                        -41.75403015895692+430.03453057134897i            -29.01719880223117+311.5333737339675i             0.6734716812650039+0.058552245640221455i
-0.021687860958393132     -0.01587385287364825     0.006067423369758945     -66.53263812857816+357.62774660396286i            -48.47225496330448+262.34106180229884i            -0.24024879812969466-0.2766720993151301i
-0.021136637810369143     -0.02703904010870252     0.005677132531410427     -38.534822424015196+212.19923510655445i           -48.85549460797027+271.31111943079276i            -0.4155975010802184-0.3357673107523005i
0.010362610055587751      -0.043586257206902373    0                        6.2087261700893155-61.82624793882323i             -24.233686845284925+259.1072379170803i            0.12439243903920838-0.2822551691789599i
0.005689642097023949      -0.038580034548365116    0                        3.6176628645415647-44.90647678960653i             -28.437756581097325+302.4351780019106i            0.18489137277407863-0.1309998759345774i
-1.353467375832764E-4     -0.040603403467017296    0                        0.4127426132153005+1.4146303150088784i            -28.24227220777774+293.842046423136i              0.048399143113783794+0.3708144635115218i
